-0.00004016	0.00025776	0.00100850
-0.00003283	0.00018743	0.00038089
-0.00002565	0.00011357	0.00011901
-0.00001763	0.00008246	0.00022419
-0.00004643	0.00016601	0.00054728
-0.00005148	0.00018016	0.00050828
-0.00003843	0.00028225	0.00037508
-0.00001626	0.00026973	-0.00029361
-0.00002039	0.00028124	0.00011676
-0.00005678	0.00030282	0.00032885
-0.00007313	0.00030618	0.00096824
-0.00006199	0.00045715	0.00047222
-0.00005617	0.00061568	0.00057347
-0.00010334	0.00108780	0.00056192
-0.00021484	0.00168788	0.00076563
-0.00039834	0.00241125	0.00070137
-0.00066945	0.00296910	0.00061160
-0.00102291	0.00362375	0.00084413
-0.00146400	0.00420014	0.00078050
-0.00197494	0.00469992	0.00068820
-0.00250309	0.00495879	-0.00003121
-0.00302552	0.00503829	-0.00027502
-0.00352976	0.00508904	-0.00006810
-0.00403116	0.00509183	0.00033671
-0.00458632	0.00503481	0.00111695
-0.00504779	0.00482121	0.00092390
-0.00551408	0.00446059	0.00108133
-0.00589945	0.00395271	0.00116364
-0.00632387	0.00351876	0.00216612
-0.00659785	0.00318717	0.00266559
-0.00674965	0.00307742	0.00255917
-0.00690792	0.00278750	0.00256927
-0.00718899	0.00230811	0.00390195
-0.00740097	0.00216057	0.00407321
-0.00756598	0.00198679	0.00440953
-0.00763846	0.00204084	0.00384303
-0.00774513	0.00166339	0.00405767
-0.00776681	0.00127248	0.00379027
-0.00772702	0.00098779	0.00305919
-0.00764186	0.00083091	0.00254653
-0.00755142	0.00083850	0.00192401
-0.00745530	0.00065637	0.00125348
-0.00735084	0.00044748	0.00038056
-0.00720570	0.00013459	0.00029889
-0.00704614	-0.00037120	0.00082776
-0.00681390	-0.00062463	0.00054195
-0.00654403	-0.00104140	-0.00006463
-0.00624209	-0.00126187	-0.00072431
-0.00586633	-0.00147708	-0.00076183
-0.00543770	-0.00163372	-0.00074449
-0.00505313	-0.00205359	-0.00033190
-0.00469420	-0.00245888	0.00051739
-0.00427184	-0.00275134	0.00065153
-0.00376103	-0.00258393	0.00075168
-0.00320243	-0.00272785	0.00014515
-0.00275909	-0.00291101	0.00050991
-0.00229235	-0.00302934	0.00050488
-0.00189479	-0.00300764	0.00132287
-0.00138850	-0.00269325	0.00156434
-0.00095219	-0.00254559	0.00198754
-0.00050088	-0.00243679	0.00206745
-0.00014750	-0.00219802	0.00233024
0.00027663	-0.00177511	0.00220116
0.00060642	-0.00131651	0.00230742
0.00093486	-0.00078813	0.00186778
0.00116692	-0.00043538	0.00151832
0.00140807	-0.00001256	0.00133693
0.00156396	0.00026676	0.00179502
0.00170776	0.00067083	0.00234621
0.00179720	0.00105877	0.00299941
0.00182811	0.00141459	0.00326808
0.00183444	0.00192116	0.00320975
