-0.00004016	0.00025776	0.00100850
-0.00003519	0.00020182	0.00065576
-0.00003526	0.00018326	0.00053559
-0.00003404	0.00017093	0.00038834
-0.00003438	0.00018085	0.00033793
-0.00003521	0.00020121	0.00028815
-0.00003645	0.00022972	0.00027678
-0.00003840	0.00026142	0.00026953
-0.00004233	0.00030072	0.00031346
-0.00004947	0.00036433	0.00037950
-0.00006251	0.00047787	0.00047174
-0.00008770	0.00067057	0.00053491
-0.00013624	0.00095676	0.00059977
-0.00022186	0.00134942	0.00064078
-0.00035859	0.00183432	0.00067272
-0.00055939	0.00238430	0.00068409
-0.00083138	0.00295198	0.00067684
-0.00117332	0.00350195	0.00062854
-0.00157685	0.00399020	0.00053293
-0.00202865	0.00438963	0.00041082
-0.00251450	0.00468198	0.00030896
-0.00301794	0.00486691	0.00027461
-0.00352669	0.00494598	0.00032998
-0.00402995	0.00492098	0.00047111
-0.00452223	0.00479738	0.00070316
-0.00499052	0.00458649	0.00098001
-0.00542510	0.00431135	0.00128407
-0.00581588	0.00399239	0.00159339
-0.00616346	0.00365311	0.00196297
-0.00646241	0.00332242	0.00233566
-0.00671963	0.00301761	0.00271616
-0.00694433	0.00274110	0.00308261
-0.00714676	0.00248655	0.00344907
-0.00732072	0.00225635	0.00370154
-0.00746464	0.00203357	0.00383716
-0.00757288	0.00181257	0.00382850
-0.00764207	0.00158494	0.00369173
-0.00766619	0.00136200	0.00338325
-0.00765055	0.00114748	0.00294285
-0.00760102	0.00094574	0.00243260
-0.00752462	0.00074215	0.00192812
-0.00742221	0.00052813	0.00144512
-0.00729494	0.00028649	0.00102156
-0.00713995	0.00000946	0.00069020
-0.00695225	-0.00029790	0.00042682
-0.00672403	-0.00060768	0.00016930
-0.00645489	-0.00091609	-0.00006789
-0.00614820	-0.00121329	-0.00022908
-0.00580706	-0.00150169	-0.00029104
-0.00543527	-0.00176990	-0.00025003
-0.00503842	-0.00203138	-0.00011054
-0.00462023	-0.00226999	0.00009757
-0.00417996	-0.00247473	0.00028190
-0.00372342	-0.00263013	0.00043806
-0.00325619	-0.00274564	0.00056617
-0.00278836	-0.00281009	0.00073240
-0.00232197	-0.00282127	0.00092726
-0.00186585	-0.00277638	0.00119563
-0.00141796	-0.00267194	0.00147228
-0.00098518	-0.00250806	0.00174614
-0.00056692	-0.00228117	0.00194152
-0.00017228	-0.00199319	0.00205264
0.00019879	-0.00165105	0.00205100
0.00053450	-0.00127653	0.00199799
0.00083446	-0.00087759	0.00191681
0.00109344	-0.00047507	0.00188569
0.00131215	-0.00007861	0.00194652
0.00148569	0.00030779	0.00212199
0.00162246	0.00069219	0.00240079
0.00171809	0.00108836	0.00268817
0.00180022	0.00148414	0.00303084
0.00183444	0.00192116	0.00320975
