0.00002887	0.00016593	0.00064973
0.00006031	0.00019116	0.00028145
0.00007098	0.00018351	0.00011505
0.00008069	0.00018021	-0.00002626
0.00008161	0.00017232	-0.00006516
0.00007803	0.00016531	-0.00003589
0.00007265	0.00016427	0.00001290
0.00006747	0.00016898	0.00005917
0.00006005	0.00018512	0.00010886
0.00003355	0.00022844	0.00021142
-0.00004534	0.00034901	0.00046486
-0.00022740	0.00060822	0.00097002
-0.00056962	0.00106169	0.00174660
-0.00112149	0.00172832	0.00269601
-0.00191533	0.00257196	0.00370076
-0.00294228	0.00349789	0.00459682
-0.00414503	0.00436501	0.00523457
-0.00541972	0.00503740	0.00553726
-0.00663639	0.00540405	0.00552842
-0.00764303	0.00540123	0.00517559
-0.00829993	0.00498110	0.00443095
-0.00850274	0.00413639	0.00328247
-0.00820894	0.00289372	0.00183177
-0.00742407	0.00135056	0.00024860
-0.00620880	-0.00034776	-0.00119326
-0.00466306	-0.00198497	-0.00221738
-0.00291479	-0.00331927	-0.00271362
-0.00110518	-0.00418530	-0.00270893
0.00062153	-0.00451597	-0.00235093
0.00213898	-0.00437039	-0.00181633
0.00336667	-0.00385427	-0.00133349
0.00428454	-0.00315117	-0.00090469
0.00487931	-0.00240614	-0.00047486
0.00534598	-0.00162789	-0.00013595
0.00546681	-0.00100194	0.00040284
